pt,title,lokasi,is_urgent,gaji,pendidikan,level,link,tipe_pekerjaan,description,post_date
"PT Artha Demo Engineering Consultant","Staff Ahli Penginderaan Jauh",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Staf Senior",https://karir.com//opportunities/1394280,"Tidak Disebutkan","<p>1. Pria/ Wanita
</p><p>2. Pengalaman di Konsultan Perencanaan (Penginderaan Jauh)
</p><p>3. Menguasai software pengolahan data untuk pemetaan, diantaranya adalah Auto Cad, Arc View, dan GIS.
</p><p>4. Mempunyai kemampuan Digitasi Peta dan Kebencanaan
</p><p>5. Mampu bekerjasama dalam tim
</p><p>6. Jujur, pekerja keras, aktif, inovatif, teliti dan berdedikasi tinggi
</p><p><br></p>",2024-03-16T09:36:19.564194Z
"PT Hokinda Citralestari","Staff Gudang",Medan,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1357727,"Tidak Disebutkan","<ul><li>Pria, min. SMA/sederajat</li><li>Menyukai pekerjaan lapangan</li><li>&nbsp;Mampu bertanggung jawab dan menjaga stock barang dengan baik</li></ul><p><strong>Benefit :</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li></ul>",2024-03-15T01:45:21.863225Z
"PT Dunia Nutrisi Indonesia","FINANCE ACCOUNTING STAFF","Jakarta Utara",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Staf Senior",https://karir.com//opportunities/1392736,"Tidak Disebutkan","<p>• Usia maksimal 35 tahun
</p><p>• Pendidikan minimal SMK</p><p>• Pengalaman departemen Finance Accounting minimal 1 tahun</p><p><strong>Bisa Masuk Mei 2024</strong></p><p><strong>Diutamakan fasih accurate &amp; sedikit menguasai Bahasa Mandarin</strong></p><br><p><br></p>",2024-03-15T02:46:05.438653Z
"PT Sejahtera Mitra Solusi","Project Admin Staff (MIS & Compliance)","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394255,"Tidak Disebutkan","<br><ul><li>Pendidikan S1 Management Informatika / Manajemen</li><li>Usia 21-30 Tahun (Diutamakan laki-laki)</li><li>Memiliki keterampilan dalam penggunaan Ms. Excel (HLookUp, VLookUp, CountIF, SUMIF, Pivot, dll)</li><li>Memiliki komunikasi dan kerjasama yang baik</li><li>Penempatan di HO Adira Finance (Jakarta Selatan)</li></ul>",2024-03-15T02:01:15.287875Z
"PT Warna Warni Investama","ENGINEERING STAFF - JAKARTA","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Staf Senior",https://karir.com//opportunities/1394240,"Tidak Disebutkan","<p>Kualifikasi
</p>

<p>•    Usia Maksimal 30 Tahun
</p><p>•    Pendidikan Minimal S1 Jurusan Teknik 
</p><p>•    Pengalaman Minimal 1 Tahun di Apartment/Hotel/Mall
</p><p>•    tanggung jawab, Jujur, Inisiatif, komunikatif dan bersedia bekerja shift
</p><p>•    Service Oriented
</p><p>•    Bersedia bekerja shift
</p><p>•    Memiliki keahlian instalasi lebih disukai
</p><p>•    Sehat Jasmani dan berkepribadian baik
</p><p>•    Penempatan di Jakarta Pusat</p>







",2024-03-14T07:21:13.52547Z
"PT Indomobil Finance Indonesia","Field Collection Staff - Aceh","Prov. DI-Aceh",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1390198,"Tidak Disebutkan","<p><ul><li>Pendidikan min. SMA/SMK/sederajat (D3/S1 diutamakan)
</li><li>Usia maks. 32 tahun
</li><li>Memiliki motor pribadi dan SIM C
</li><li>Pengalaman diutamakan minimal 1 Tahun
</li><li>Menyukai pekerjaan lapangan dan bersedia bekerja dengan target
</li><li>Memahami alur proses penagihan
</li><li>Penempatan : Aceh</li></ul></p>",2024-03-14T01:39:14.448552Z
"PT Imecon Teknindo","Purchasing Staff",Depok,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394199,"Tidak Disebutkan","<p></p><ol><li>Pria/wanita, usia maks. 35 tahun</li><li>Pendidikan minimal S1 semua jurusan (Diutamakan dengan background Farmasi)</li><li>Pengalaman minimal 1 tahun sebagai Purchasing (Diutamakan yang memiliki pengalaman Purchasing di RS selama 1 tahun)</li><li>Familiar dalam pembuatan PO, Invoice dan sejenisnya</li><li>Penempatan di RS Swasta daerah Cinere, Depok</li></ol><p></p>",2024-03-13T03:13:11.592382Z
"PT Warna Warni Investama","ENGINEERING STAFF",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394180,"Tidak Disebutkan","<p>Kualifikasi</p><br><p>•&nbsp;&nbsp;&nbsp; Usia Maksimal 30 Tahun</p><p>•&nbsp;&nbsp;&nbsp; Pendidikan Minimal S1 Jurusan Teknik&nbsp;</p><p>•&nbsp;&nbsp;&nbsp; Pengalaman Minimal 1 Tahun di Apartment/Hotel/Mall</p><p>•&nbsp;&nbsp;&nbsp; tanggung jawab, Jujur, Inisiatif, komunikatif dan bersedia bekerja shift</p><p>•&nbsp;&nbsp;&nbsp; Service Oriented</p><p>•&nbsp;&nbsp;&nbsp; Bersedia bekerja shift</p><p>•&nbsp;&nbsp;&nbsp; Memiliki keahlian instalasi lebih disukai</p><p>•&nbsp;&nbsp;&nbsp; Sehat Jasmani dan berkepribadian baik</p><p>•&nbsp;&nbsp;&nbsp; Penempatan di Surabaya</p>",2024-03-12T02:27:25.449012Z
"PT Transpacific Finance","Administration Staff - Sukabumi",Sukabumi,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394188,"Tidak Disebutkan","<p></p><ul><li>Usia maksimal 28 tahun
</li><li>Pendidikan minimal D3 atau sederajat untuk semua jurusan
</li><li>IPK minimal 2,75
</li><li>Dapat mengoperasikan Ms. Office terutama Excel dan menyukai pekerjaan administrasi
</li><li>Dinamis dan Komunikatif, serta dapat bekerja dengan tim maupun individu
</li><li>Diutamakan domisili di wilayah Sukabumi
</li><li>Sudah mendapat Vaksin dosis kedua</li></ul><p></p>",2024-03-12T06:16:14.273887Z
"PT Artha Demo Engineering Consultant","Staff Teknik Lingkungan",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]","Staf Senior",https://karir.com//opportunities/1394194,"Tidak Disebutkan","<p>1. Pria/Wanita
</p><p>2. Pengalaman di Konsultan Perencanaan
</p><p>3. Bersedia bekerja dibawah tekanan
</p><p>4. Memahami KLHS dan memiliki sertifikat KLHS (Bila ada)
</p><p>5. Memahami pengelolaan lingkungan
</p><p>6. Berpengalaman dalam kajian lingkungan berkaitan dengan kawasan industri</p><p><br></p>",2024-03-12T13:18:12.417237Z
"PT Centrepark Citra Corpora","STAFF AUDITOR","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1392535,"Tidak Disebutkan","<p>- Memiliki Integritas yang baik
</p><p>- Memiliki Logika dan Komunikasi yang baik
</p><p>- Usia Maks 35 Tahun
</p><p>- Fres Graduate are welcome
</p><p>- Memiliki pengalaman Audit lebih disukai
</p><p>- Bersedia Dinas Luar Kota
</p><p><br></p>",2024-03-12T02:40:45.488549Z
"PT Teknik Alum Service","Mandarin Translator Staff","Jakarta Selatan",true,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394184,"Tidak Disebutkan","<p>Hard Skills:</p><p>&nbsp;Proficient in Chinese</p><p>&nbsp;Project Management Skills</p><p>&nbsp;People Management Skills</p><p>&nbsp;Analytical Skills</p><br><p>Soft Skills:</p><p>&nbsp;Critical Thinking</p><p>&nbsp;Adaptability</p><p>&nbsp;Team Work</p><p>&nbsp;Active Learning</p><p>&nbsp;Problem Solving</p>",2024-03-12T03:27:35.782173Z
"PT Solusi Global Group","Trial Staff",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394174,"Tidak Disebutkan","<ol><li>Pendidikan min SMA farmasi / teknik kimia / kimia analis</li><li>Terbiasa menggunakan peralatan laboratorium</li><li>Memiliki pemahaman mengenai uji validasi &amp; stabilitas&nbsp;</li><li>Komunikatif dan bisa bekerjasama di dalam tim</li><li>Target oriented</li><li>Siap shifting&nbsp;</li></ol>",2024-03-09T02:03:50.842564Z
"PT Solusi Global Group","Marketing & Sales Staff",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394143,"Tidak Disebutkan","<ol><li>Pendidikan min SMK Farmasi</li><li>Pengalaman min 1 tahun di bidang marketing &amp; sales</li><li>Memiliki ketertarikan di bidang kosmetik &amp; personal care</li><li>Komunikatif dan aktif</li><li>Dapat Bekerjasama di dalam tim</li><li>Target oriented</li></ol>",2024-03-08T02:49:46.803069Z
"A Big Group of Companies","Payroll Staff (3 bulan)","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394169,"Tidak Disebutkan","<ul><li>&nbsp; Pendidikan Minimal S1 jurusan Akuntansi, Ekonomi, Psikologi</li><li>&nbsp; Wanita. Usia max. 35 Tahun</li><li>&nbsp; Diperlukan setidaknya 1 tahun pengalaman kerja di bidang terkait</li><li>&nbsp; Diutamakan yang berpengalaman mengelola penggajian menggunakan Aplikasi ANDAL</li><li>&nbsp; Jujur, teliti, cekatan</li><li>&nbsp; Keterampilan dan kepemimpinan manajerial yang kuat dan memiliki verbal, tulisan, dan interpersonal yang baik</li><li>&nbsp;Kemampuan berkomunikasi</li><li>&nbsp;Mahir dalam mengoperasikan Ms. Office</li><li>&nbsp;Memiliki Integritas serta tanggung jawab</li><li>Bersedia kontrak 3 bulan (pengganti maternity leave)<br></li></ul>",2024-03-08T08:42:02.838639Z
"PT Warna Warni Investama","Staff Tax",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394123,"Tidak Disebutkan","<br><p>· Pendidikan minimal D3 Perpajakan</p><br><p>· Menguasi Ms. Office</p><br><p>· Mampu bekerja secara tim dan individu</p><br><p>· Bertanggung jawab, disiplin dan jujur</p>",2024-03-07T02:44:33.150861Z
"PT Centrepark Citra Corpora","STAFF ACCOUNTING ","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1386926,"Tidak Disebutkan","<ul><li>Pendidikan S1 Akuntansi</li><li>Pria/Wanita, maksimal usia 30 tahun</li><li>Diutamakan pengalaman Min. 1 tahun dibidang Akuntansi (<em>Fresh Graduate</em> dipersilahkan melamar)</li><li>Bersedia bekerja dibawah tekanan</li></ul>",2024-03-07T08:03:28.068108Z
"PT Mitra Langgeng Sejati","IT Datacenter Staff","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394132,"Tidak Disebutkan","<p>* Diploma , Bachelor's degree in computer science, information technology, or similar.</p><p>* In-depth knowledge of data center environments, servers, and network equipment.</p><p>* Extensive experience in installing, monitoring, and maintaining data center equipment.</p><p>* Exceptional ability to work as part of a team, provide IT support, and resolve errors.</p><p>* Ability to keep up with advancements in data center infrastructure and technologies.</p><p>* Exceptional communication skills.</p><p>* Willingness to respond to network and server errors after hours.</p>",2024-03-07T08:52:42.975902Z
"Perusahaan dirahasiakan","Staff Custody ATM / Driver (Sukabumi)",Sukabumi,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1360322,"Tidak Disebutkan","<p>1.	Pria
</p><p>2.	Usia maksimal 28 Tahun
</p><p>3.	Pendidikan Minimal SMA/Sederajat
</p><p>4.	Dapat mengendarai mobil dan motor
</p><p>5.	Wajib memiliki SIM A/B dan SIM C
</p><p>6.	Bersedia Bekerja secara Shift
</p><p>7.	Sehat Jasmani dan Rohani
</p><p>8.	Berkelakuan baik dan jujur
</p><p>9.	Dapat bekerja secara individual dan team
</p><p>10.	Telah melakukan vaksinasi minimal dosis 2 (dua) pada saat melamar pekerjaan ini
</p><p><br></p>",2024-03-06T08:07:36.967287Z
"PT Abacus Cash Solution","Staff Custody CIT (Sukabumi)",Sukabumi,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1383670,"Tidak Disebutkan","<p>1. Pria
</p>
<p>2. Usia maksimal 28 Tahun
</p><p>3. Pendidikan Minimal SMA/Sederajat
</p><p>4. Dapat mengendarai mobil dan motor
</p><p>5. Wajib memiliki SIM A/B dan SIM C
</p><p>6. Bersedia bekerja secara Shift
</p><p>7. Sehat Jasmani dan Rohani
</p><p>8. Berkelakuan baik dan jujur
</p><p>9. Dapat bekerja secara individual dan team
</p><p>10. Telah melakukan vaksinasi minimal dosis 2 (dua) pada saat melamar pekerjaan ini</p>







",2024-03-06T08:07:41.859973Z
"PT Asuransi Bintang Tbk","(JV2403002) Treasury Staff - Jakarta","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394115,"Tidak Disebutkan","<p>Untuk lebih detail silahkan masuk ke portal Perusahaan (www.asuransibintang.com) menu Karir&nbsp;</p>",2024-03-06T09:27:00Z
"PT Asia Garments Accesories","Staff Administrasi (Solo)","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1365773,"Tidak Disebutkan","<div data-pasted=""1"">
<ul>
<li>Laki-laki dan perempuan usia minimal 21 tahun dan maximal 30 tahun</li>
<li>Pendidikan min SMA/ D3/ S1</li>
<li>Pengalaman minimal 1 tahun di bidang administrasi</li>
<li>menguasai program komputer Ms. Office dan internet</li>
<li>bertanggung jawab, teliti, dan rajin</li>
</ul>
</div>",2024-03-05T03:41:18.219154Z
"Raden Annisa Brides","STAFF TATA BUSANA",Bandung,true,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394054,"Tidak Disebutkan","<p>1. Min. lulusan SMK tata busana/penjahit profesional
</p><p>2. Usia max. 40 tahun
</p><p>3. Jujur, bertanggungjawab, teliti dan pekerja keras
</p><p>4. Dapat berkomunikasi baik dengan klien dan team
</p><p>5. Paham teknik pola dan jahit
</p><p>6. Mahir menggambar design busana
</p><p>7. Bisa payet
</p><p>8. Domisili Bandung</p>",2024-03-05T06:28:39.727407Z
"PT Provis Garuda Services","Accounting Staff","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1384555,"Tidak Disebutkan","<ul><li>Male/ Female</li><li>Age Max 25</li><li>Bachelor Degree Accounting/Finance</li><li>1 - 3 years experience as Accounting with closing experience in insurance company</li><li>Knoweledge or experience in IFRS 17 will be a plus point</li><li>Ready to Joint</li><li>Placement in Sudirman, South Jakarta</li></ul>",2024-03-05T07:25:26.597092Z
"PT Shelter Nusantara","HRD Staff","KOTA SEMARANG",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394020,"Tidak Disebutkan","<p>Min S1 Sederajat Hukum, SDM, atau Psikologi
Menguasai <br>Memiliki pengalaman kerja sebagai staff HR atau posisi sejenis<br>Memahami tentang fungsi HR serta penerapan strateginya<br>Memiliki sertifikasi HR menjadi nilai tambah<br>Memahami Undang-undang Ketenagakerjaan<br>Mahir dalam Ms. Office<br>Memiliki pengetahuan tentang HRMS menjadi nilai tambah<br>Memiliki kemampuan komunikasi secara lisan dan tulisan dengan baik<br>Memiliki kemampuan organisasi dan manajemen waktu yang baik<br>Mampu melakukan negosiasi dan pemecahan masalah<br>Detail oriented<br>Memahami segala administrasi karyawan<br>Mahir Ms. Office
<br>Berpengalaman dibidang yang sama</p><p>Penempatan Karanganyar, Solo 2 Bulan
<br>Bersedia training di Sidoarjo <br><br><strong>Benefit</strong><br>Gaji 2.700.000.-<br>BPJS Ketenagakerjaan dan BPJS Kesehatan <br>(Selama Training 2 bulan) Mess, Makan siang
</p>",2024-03-04T02:45:02.936875Z
"PT Shelter Nusantara","Accounting Staff",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394032,"Tidak Disebutkan","- Perempuan max 35 tahun<p>- Memiliki pengalaman di bagian accounting dan perpajakan</p><p>- Pendidikan minimal S1 Akuntansi</p><p>- Penempatan Gresik</p>",2024-03-04T09:42:22.284136Z
"APOTEK ROXY - ROXY GROUP","STAFF FINANCE / ACCOUNTING","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394002,"Tidak Disebutkan","<p>Pendidikan minimal SMK</p><p>Pengalaman kerja minimal 1 tahun di bidang faktur pajak</p><p>Paham dasar perhitungan pajak</p><p>Penempatan kerja di Jakarta Pusat<br></p>",2024-03-01T09:18:44.445001Z
