pt,title,lokasi,is_urgent,gaji,pendidikan,level,link,tipe_pekerjaan,description,post_date
"CV Bara Coaching Indonesia","Staff Administrasi",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394897,"Tidak Disebutkan","<p>1. Laki laki/ perempuan</p><p>2. Minimal lulusan D3 atau sederajat semua jurusan</p><p>3. Mampu mengoperasikan komputer terutama Ms. Word dan Ms. Excel</p><p>4. Mampu berkomunikasi dengan baik</p><p>5. Mampu bekerjasama dalam tim</p><p>6. Jujur, disiplin dan teliti</p><p>7. Memahami alur keuangan</p>",2024-04-29T06:36:30.989135Z
"Perusahaan dirahasiakan","Assistent Manager Departement (Area Surabaya-Jawa Timur)",Semarang,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394890,"Tidak Disebutkan","<p><ul><li>Pria &amp; Wanita
</li><li>Usia minimal 22 tahun, usia maksimal 32 tahun
</li><li>D3/S1 semua jurusan
</li><li>IPK Diatas 2.65
</li><li>Fresh Graduate
</li><li>Memiliki Ketelitian yang tinggi
</li><li>Memiliki komunikasi yang baik
</li><li>Mampu berorganisasi &amp; bekerja sama dengan baik
</li><li>Bersedia mengikuti proses seleksi &amp; Training
</li><li>Bersedia ditempatkan diArea Surabaya-Jawa Timur</li></ul></p>",2024-04-29T03:48:09.464954Z
"Xperteam Consultant","Small Animal Veterinary","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S2"",""S1""]",Supervisor,https://karir.com//opportunities/1394900,"Tidak Disebutkan","
<p>Requirement :<br><ul><li>Doctor of Veterinary Medicine (DVM) degree or equivalent (graduates of UGM, IPB and UNAIR are preferred).
</li><li>Minimum 3 years working experience in small animal practice
</li><li>Valid veterinary license and the ability to practice in Miri, Sarawak
</li><li>Experience working with small animals including dogs and cats.
</li><li>Proficient in performing routine surgeries and medical procedures.
</li><li>Strong communication skills with the ability to connect with clients and team members.
</li></ul></p><p>Passion for providing high quality veterinary care and improving the well-being of animals.</p>






",2024-04-29T07:56:19.992688Z
"PT BPR Kredit Mandiri Indonesia","OFFICER FINANCE",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Staf Senior",https://karir.com//opportunities/1394899,"Tidak Disebutkan","<p><ol><li>Pendidikan min S1 Akutansi, Perpajakan, Managemen atau Management keuangan
</li><li>Berpengalaman min 1thn di bidang finance
</li><li>Usia max 30thn
</li><li>Menguasai administrasi perpajakan
</li><li>Mampu membuat laporan keuangan dan analisisnya
</li><li>Mempunyai sikap integritas, loyalitas tinggi dan bertanggung jawab
</li><li>Teliti, cermat, cekatan, dan rapi dalam bekerja
</li><li>Penempatan BSD/BEKASI</li></ol></p>",2024-04-29T07:55:22.46933Z
"PT Mitra Cipta Hardi Elektrindo","Finance Accounting Staff","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1391446,"Tidak Disebutkan","<p>Pendidikan Minimal SMK Akuntansi
</p><p>Mampu mengoperasikan komputer (Ms. Office)
</p><p>Mampu berkomunikasi dengan baik
</p><p>Disiplin, teliti, rapi dan berintegritas
</p><p>Memiliki kemampuan interpersonal dan komunikasi yang baik
</p><p>Mampu bekerja dalam tim</p>",2024-04-29T03:44:00.353522Z
"PT Inter Mitra Transindo","Driver Direksi","Jakarta Timur",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394895,"Tidak Disebutkan","<p><ul><li>Jujur
</li><li>Rajin
</li><li>Bertanggung jawab
</li><li>Disiplin
</li><li>Mengetahui area Jakarta dan sekitarnya
</li><li>Lokasi kerja di Jakarta Timur
</li><li>Bersedia ditempatkan seluruh Indonesia</li></ul></p>",2024-04-29T06:13:49.270027Z
"PT Multi Bangun Abadi","SPG XL Axiata (Batam)",Batam,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394892,"Tidak Disebutkan","<ul><li>Wanita/Pria max. 30 tahun
</li><li>Berpenampilan menarik
</li><li>Sangat baik dalam Komunikasi
</li><li>Bersedia bekerja shift, mampu bekerja dengan sub target dan bekerja sebagai tim, termasuk hari libur
</li><li>Update dengan teknologi dan telekomunikasi</li></ul>",2024-04-29T04:13:25.783108Z
"Rumah Sakit Sumber Waras","Perawat ","Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1356599,"Tidak Disebutkan","<p>Pendidikan S1 Ners.
</p><p>Berpengalaman minimal 1 tahun di Bidang Keperawatan.
</p><p>Memiliki STR yang Masih Berlaku &amp; Sertifikat Uji Kompetensi.
</p><p>Memiliki Sertifikat BTCLS
</p><p>Memiliki Sertifikat Bagi Unit Khusus ( ICU, ICCU, Kamar Bedah, Anestesi, PICU-NICU, HD, IGD ) 
</p><p>Komunikatif
</p><p>Dapat bekerja secara team.
</p><p>Bersedia bekerja Shift.
</p><p>Sehat Jasmani dan Rohani.
</p><p><br></p>",2024-04-29T00:33:42.693333Z
"PT BPR Kredit Mandiri Indonesia","IT INFRASTRUKTUR (BSD)",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Staf Senior",https://karir.com//opportunities/1394893,"Tidak Disebutkan","<p><ol><li>Lulusan dari Teknik/system Informatika.
</li><li>Mengerti mengenai jaringan komputer minimal Local Area Network dan akses internet.
</li><li>Mengerti mengenai hardware ( komputer PC, laptop dan printer)
</li><li>Mengerti instalasi software.
</li><li>Menguasai microsoft office
</li><li>Lebih diutamakan menguasai bahasa pemrograman atau database
</li><li>MEMPUNYAI SERIFIKAT MTCNA ATAU CCNA, WINDOWS SERVER DAN LINUX SERVER</li></ol></p>",2024-04-29T04:31:55.448Z
"CV Davindo Anugrah Unggul","DRAFTER & ESTIMATOR HVAC",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1390983,"Tidak Disebutkan","<p>•	Menerima dokumen/drawing/spec dari atasan, klien atau divisi lain. kemudian melakukan penghitungan / calculation kebutuhan jumlah, spec dan harga material, scope of work, subkontraktor, man hours untuk keperluan biding (tender) berdasarkan dokumen tersebut.
</p><p>•	Melakukan penghitungan MTO (material take off) dan Bill of Quantity (BoQ) untuk keperluan proyek.
</p><p>•	Survei Menentukan jumlah pendingin terhadap ruangan, kondisi beserta aksesorisnya.
</p><p>•	Desain letak perangkat pendingin lengkap dengan jalur pipa dan pembuangan airnya.
</p><p>•	Bisa mensupervisi Tim teknis di lapangan sesuai dengan standar perhitungan.
</p><p>•	Pengalaman dalam project industri &amp; building
</p><p>•	Menjalin hubungan/jaringan kerja kepada supplier/pabrik untuk mendapatkan informasi update harga, spesifikasi material yang nantinya digunakan untuk keperluan estimasi proposal tender.
</p><p>•	Melakukan pengadministrasian dokumen-dokumen / surat-surat / drawing berkaitan dengan hasil estimasi proyek yang sudah dikerjakan dalam jangka waktu tertentu sesuai dengan ketentuan yang berlaku sebagai dokumen arsip jika suatu saat nanti diperlukan.
</p><p>•	Melaksanakan kegiatan-kegiatan lain sesuai penugasan untuk kepentingan perusahaan secara menyeluruh.
</p><p>•	Bisa bahasa Inggris min. pasif.
</p><p>•	Jujur &amp; Bertanggung jawab
</p><p>•	Tegas &amp; bertanggung jawab
</p><p>•	Teliti &amp; bisa bekerja secara team
</p><p>•	Pekerja keras &amp; mau belajar
</p><p>•	Bersedia bekerja keluar kota sewaktu-waktu
</p><p>•	Memiliki kendaraan sendiri dan SIM C
</p><p>Surat Lamaran Kerja dapat dikirimkan ke alamat :
</p><p>CV. Davindo Anugrah Unggul
</p><p>Ruko Klampis Megah Blok C No. 35
</p><p>Jl. Klampis - Surabaya 
</p><p>Telp : 031-5961832</p>
",2024-04-29T07:24:20.646343Z
"CV Bara Coaching Indonesia",Housekeeping,Surabaya,true,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394896,"Tidak Disebutkan","<p>1. pria/WANITA</p><p>2. Mampu mengerjakan pekerjaan housekeeping dengan baik dan rapi</p><p>3. Disiplin, jujur dan bertanggung jawab</p><p>4. Mampu bekerja sama dalam tim</p><p>5. Bersedia Menginap</p><p>6. Memiliki keterampilan memasak yang baik</p>",2024-04-29T06:34:10.884506Z
"Perusahaan dirahasiakan","Business Analyst & Development (kota Surabaya)",Semarang,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394889,"Tidak Disebutkan","<p><ul><li>Pria &amp; Wanita
</li><li>Usia minimal 22 tahun, usia maksimal 36 tahun
</li><li>D3/S1 semua jurusan
</li><li>IPK Diatas 2.85
</li><li>Fresh Graduate &amp; Pengalaman
</li><li>Memiliki Ketelitian yang tinggi
</li><li>Memiliki komunikasi yang baik
</li><li>Mampu berorganisasi &amp; bekerja sama dengan baik
</li><li>Bersedia mengikuti proses seleksi &amp; Training
</li><li>Bersedia ditempatkan diArea Surabaya-Jawa Timur</li></ul></p>",2024-04-29T03:46:57.484495Z
"PT Neural Technologies Indonesia","Junior Data Scientist","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1392627,"Tidak Disebutkan","<ol><li>Minimum 1 years experience as a data scientist (Fresh grades are welcome)</li><li>Min. D3 in Machine Learning, Statistics, Applied Math, or related fields</li><li>Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.</li><li>Having good knowledge of common data science toolkits, such as R, Weka, NumPy, MatLab, etc. Excellence in at least one of these is highly desirable</li><li>Great communication skills</li><li>Fluent English is a must</li><li>Having good knowledge of data visualization tools, such as Tableau, Power BI, D3.js, GGplot, etc.</li><li>Proficiency in using query languages such as SQL.</li><li>Good applied statistics skills, such as distributions, statistical testing, regression, etc.</li><li>Good scripting and programming skills such as Python.</li><li>Data-oriented personality.</li><li>Having knowledge of Telecommunication Industry is an advantage.</li></ol><br><p><strong>Please apply here : https://nti.co.id/jobs</strong></p>",2024-04-29T03:33:30.691785Z
"PT Provis Garuda Services","Driver Jayapura",Jayapura,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394885,"Tidak Disebutkan","<p>1. Memiliki SIM A yang masih aktif
</p>
<p>2. Pengalaman sebagai driver Operasional min. 1 tahun
</p><p>3. Paham jalan - jalan di Jayapura dan sekitarnya
</p><p>4. Dapat berkomunikasi dengan baik
</p><p>5. Domisili di daerah Jayapura</p>


",2024-04-29T01:53:50.563837Z
"PT Cakra Ekacemerlang","Staf Tax ","Jakarta Barat",true,LABEL_COMPETITIVE_SALARY,"[""S1""]","Staf Senior",https://karir.com//opportunities/1388397,"Tidak Disebutkan","<p>Usia maksimal 50 tahun
</p><p>Pria / Wanita
</p><p>Pendidikan minimal S1 jurusan Akuntansi / Perpajakan, IPK minimal 3.00
</p><p>Pengalaman minimal 3 tahun di bidang Akuntansi dan Perpajakan (Tax)
</p><p>Pengalaman rekonsiliasi Pajak
</p><p>Memiliki sertifikat Brevet A &amp; B
</p><p>Familiar dengan program ESPT, E-Faktur, dan E-Pph (Local &amp; Import)
</p><p>Mampu mengoperasikan ACCURATE
</p><p>Menguasai PPh 21, 23, 4(2)
</p><p>Menguasai Ms.Office ( Word &amp; Excel )
</p><p>Mengerti dan Menguasai Akuntansi dan Perpajakan
</p><p>Teliti, tekun, jujur dan dapat bekerja sama secara Tim
</p><p>Mampu bekerja dibawah tekanan
</p><p>Penempatan di Head Office Jakarta Barat
</p><p><br></p>",2024-04-29T04:14:17.452876Z
"PT Inter Mitra Transindo","Supir Operasional & Mobil Box","Jakarta Timur",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394894,"Tidak Disebutkan","<p><ul><li>Jujur
</li><li>Rajin
</li><li>Bertanggung jawab
</li><li>Disiplin
</li><li>Mengetahui area Jakarta dan sekitarnya
</li><li>Memiliki SIM B1
</li><li>Mengetahui tentang mesin mobil dan mesin pendingin
</li><li>Lokasi kerja di Jakarta Timur
</li><li>Bersedia ditempatkan seluruh Indonesia</li></ul></p>",2024-04-29T06:10:43.97667Z
"Xperteam Consultant","HR Consultant ",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394898,"Tidak Disebutkan","<p>Bachelor's degree in psychology.
</p><p>A minimum of 1-2 years of experience as an HR more preferable experience as HR Consultant.
</p><p>Excellent computer skills and experience with ATS, Payroll, and HR management software.
</p><p>Full understanding of HR legislation, policies, and procedures.
</p><p>Excellent understanding of HR evaluation metrics and methods.
</p><p>Good knowledge of recruitment practices and techniques.
</p><p>Excellent written and verbal communication skills.
</p><p>Exceptional analytical and problem-solving abilities.
</p><p>The ability to protect the interests of company employees.</p>",2024-04-29T06:36:49.216783Z
"PT Maxon Prime Technology","Sales Executive Pompa Air",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1386633,"Tidak Disebutkan","<p>1. Memiliki kendaraan sendiri (SIM A/C).</p><p>2. Berpenampilan menarik dan komunikatif.</p><p>3. Komunikatif Inisiatif dan bermotivasi.</p><p>4. Mampu bekerja mandiri ataupun dalam team.<br></p><p>5. Memiliki pengetahuan tentang pompa air.</p><p>6. Dapat bergabung secepatnya.&nbsp;</p><br><p>Benefit :
</p><p>- Gaji Pokok
</p><p>- Komisi / bonus penjualan</p><p>- BPJS Kesehatan</p><p>- BPJS Ketenagakerjaan</p>






",2024-04-29T04:55:16.158232Z
"PT Mitra Cipta Hardi Elektrindo","Admin Sales","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1390203,"Tidak Disebutkan","<p>Pendidikan minimal SMA
</p><p>Menguasai komputer (word, excel, power point) dan internet
</p><p>Detail dan rapi dalam pembukuan administrasi
</p><p>Mampu berkomunikasi dengan baik
</p><p>Disiplin dan berintegritas</p>",2024-04-29T03:44:33.702284Z
"Hollydice Palace","Customer Service","Prov. Apa saja",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394887,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA<br><br></strong><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH<br><br></strong><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong><br></p><p><strong>
</strong></p><p></p><ol><li>Memiliki lebih dari 1 tahun pengalaman di bidang customer service atau jabatan customer-facing lainnya</li><li>Gelar sarjana atau pengalaman setara di bidang terkait</li><li>Keterampilan komunikasi verbal dan tertulis yang sangat baik dalam bahasa Inggris dan Indonesia</li><li>Pengalaman yang ditunjukkan dalam layanan pelanggan atau bidang terkait</li><li>Keterampilan pemecahan masalah dan interpersonal yang kuat</li><li>Kemampuan untuk bekerja secara mandiri dan kolaboratif dalam lingkungan tim</li><li>Mahir dalam perangkat lunak Manajemen Hubungan Pelanggan (CRM) dan Microsoft Office suite</li><li>Mampu melakukan banyak tugas, memprioritaskan, dan mengatur waktu secara efektif</li><li>Pengalaman di call center atau lingkungan e-commerce merupakan nilai tambah</li></ol><p></p><br><p><strong>Benefit :</strong></p><ol><li>Take Home Pay<br></li><li>Tunjangan Kerajinan</li><li>Tunjangan Hidup</li><li>Tunjangan Lain-Lain</li><li>THR</li><li>Bonus bulanan</li><li>Tempat tinggal / Mess</li><li>Internet</li><li>Mobilitas transportasi</li><li>Medical Allowance<br><br>Kami hanya menerima orang yang punya <strong>POTENSI</strong> , <strong>SKILL RAJIN</strong> dan <strong>JIWA HIDUP</strong> yang mau di asah menjadi profesional career kelas dunia.<br></li></ol>
",2024-04-29T01:59:17.660826Z
"PT Cakra Ekacemerlang","Tax & Accounting","Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Staf Senior",https://karir.com//opportunities/1389734,"Tidak Disebutkan","Pria / Wanita<p>usia 25 - 50 tahun</p><p>pengalaman 3 tahun di bidangnya</p><p>pendidikan MIN S-1 Perpajakan</p><p>komunikatif dan cekatan</p><p>rapih dalam administrasi</p><p>terbiasa ke KPP</p>",2024-04-29T04:14:11.98992Z
"PT Provis Garuda Services","Driver Jayapura",Jayapura,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394885,"Tidak Disebutkan","<p>1. Memiliki SIM A yang masih aktif
</p>
<p>2. Pengalaman sebagai driver Operasional min. 1 tahun
</p><p>3. Paham jalan - jalan di Jayapura dan sekitarnya
</p><p>4. Dapat berkomunikasi dengan baik
</p><p>5. Domisili di daerah Jayapura</p>


",2024-04-29T01:53:50.563837Z
"CV Bara Coaching Indonesia",Housekeeping,Surabaya,true,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394896,"Tidak Disebutkan","<p>1. pria/WANITA</p><p>2. Mampu mengerjakan pekerjaan housekeeping dengan baik dan rapi</p><p>3. Disiplin, jujur dan bertanggung jawab</p><p>4. Mampu bekerja sama dalam tim</p><p>5. Bersedia Menginap</p><p>6. Memiliki keterampilan memasak yang baik</p>",2024-04-29T06:34:10.884506Z
"Hollydice Palace","SEO Specialist","Prov. Apa saja",true,LABEL_COMPETITIVE_SALARY,"[""S1""]","Manajer Senior",https://karir.com//opportunities/1394647,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA</strong></p><p><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong></p><ol><li>Pria/Wanita</li><li>25 - 38 tahun
</li><li>Gelar BS/MS di bidang pemasaran atau bidang terkait
</li><li>Setidaknya tiga tahun pengalaman di bidang terkait.
</li><li>Pengalaman kerja yang terbukti dalam pemasaran digital
</li><li>Pengalaman yang dapat dibuktikan dalam memimpin dan mengelola SEO/SEM, database pemasaran, email, media sosial dan/atau kampanye iklan bergambar
</li><li>Sangat kreatif dengan pengalaman dalam mengidentifikasi audiens target dan merancang kampanye digital yang melibatkan, memberi informasi, dan memotivasi
</li><li>Pengalaman dengan eksperimen A/B dan multivarian
</li><li>Pengetahuan yang kuat tentang alat analisis situs web (misalnya, Google Analytics, NetInsight, Omniture, WebTrends)
</li><li>Pengetahuan tentang alat penayangan iklan (misalnya, DART, Atlas)
</li><li>Memiliki pengalaman dalam menyiapkan dan mengoptimalkan kampanye Google Adwords
</li><li>Pengetahuan tentang pengembangan dan batasan HTML, CSS, dan JavaScript</li></ol><p><strong>Benefit :
</strong></p><ol><li>Take Home Pay
</li><li>Tunjangan Kerajinan
</li><li>Tunjangan Hidup
</li><li>Tunjangan Lain-Lain
</li><li>THR
</li><li>Bonus bulanan
</li><li>Tempat tinggal / Mess
</li><li>Internet
</li><li>Mobilitas transportasi
</li><li>Medical Allowance
</li></ol><p>Kami hanya menerima orang yang punya <strong>POTENSI </strong>, <strong>SKILL </strong><strong>RAJIN </strong>dan <strong>JIWA </strong><strong>HIDUP </strong>yang mau di asah menjadi profesional career kelas dunia.</p>


",2024-04-28T10:19:34.436553Z
"Hollydice Palace","Server Sysadmin","Prov. Apa saja",true,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394651,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA
</strong></p><p><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH
</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong><br></p><ol><li>Minimal lulus D3/S1 Teknik Informatika
</li><li>Memiliki pengalaman minimal 3 tahun sebagai system administrator/network infrastructure
</li><li>Disiplin, jujur, mempunyai inisiatif untuk selalu belajar hal baru
</li><li>Menguasai AWS dan alibaba cloud, content delivery network
</li><li>Minimal Pendidikan S1 Jurusan Ilmu Komputer atau setara.
</li><li>Wajib sertakan tanggal, bulan dan tahun kelahiran
</li><li>Minimal Pengalaman 1 tahun sebagai System Administrator. Menguasai sistem jaringan komputer (IP Address, Subnetting, Konfigurasi Jaringan dan Troubleshooting)
</li><li>Menguasai Router Mikrotik (DNS, Gateway, NAT, Routing, Firewall dan Troubleshooting)
</li><li>Menguasai Linux Server (Instalasi, Package Management, Firewall dan Troubleshooting)
</li><li>Menguasai konfigurasi web server linux (LAMP, LEPP, Nginx as Web Proxy)
</li><li>Menguasai konfigurasi High Availability server (Failover dan Load Balancer)
</li><li>Menguasai konfigurasi Mail Server Menguasai konfigurasi / tuning database (MySql dan PostgreSql)
</li><li>Menguasai konfigurasi Master Slave Replication dan Master Master Replication database (MySql, PostgreSql dan MongoDB)
</li><li>Menguasai Server Virtualization (VMware, Hyper-V, Proxmox dan Virtualizor)
</li><li>Menguasai konfigurasi Server Monitoring (Nagios, Icinga, Zabbix, dll) Menguasai ELK Stack merupakan nilai tambah
</li><li>Menguasai konfigurasi CI/CD (Continuous Integration / Continuous Development)
</li><li>Menguasai konsep-konsep: aplikasi client/server, TCP/IP, Network Firewall, NFS, SAN, DAS, CephFS, GlusterFS, DRBD, Corosync, MariaDB, MySQL, MongoDB, PostgreSQL, Virtualisasi, Performance Benchmark.
</li><li>Menguasai Kerberos, FreeIPA, OpenStack, Docker, Kubernetes.
</li><li>Bekerja di luar negeri
</li><li>Cuti 14 hari / Tahun
</li><li>Benefit Gaji ke 13
</li><li>Benefit Bonus Performance per bulan
</li><li>Jenjang Karir level supervisor dan manager
</li><li>3 Tahun Bekerja mendapatkan Biaya Akomodasi Gratis
</li><li>Minimal S1 / Sederajat</li></ol><p><strong>Benefit :
</strong></p><ol><li>Take Home Pay
</li><li>Tunjangan Kerajinan
</li><li>Tunjangan Hidup
</li><li>Tunjangan Lain-Lain
</li><li>THR
</li><li>Bonus bulanan
</li><li>Tempat tinggal / Mess
</li><li>Internet
</li><li>Mobilitas transportasi
</li><li>Medical Allowance
</li></ol><p>Kami hanya menerima orang yang punya <strong>POTENSI </strong>, <strong>SKILL </strong><strong>RAJIN </strong>dan <strong>JIWA </strong><strong>HIDUP </strong>yang mau di asah menjadi profesional career kelas dunia.</p>

",2024-04-28T10:19:34.543086Z
"Hollydice Palace","Web Developer(Javascript)","Prov. Apa saja",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394884,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA
</strong></p><p><strong>
</strong></p><p><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH
</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.<br></strong></p><ol><li>Kandidat setidaknya Diploma / Sarjana, Teknik (Komputer), Ilmu Komputer/Teknologi Informasi atau bidang terkait lainnya
</li><li>Minimal. 1 tahun pengalaman dalam pengembangan Web menggunakan Javascript Framekwork
</li><li>Kemahiran dalam Pengembangan Backend menggunakan NodeJS/ExpressJS/NestJS adalah suatu keharusan
</li><li>Kemahiran dalam Pengembangan Frontend menggunakan Angular/ReactJS/VueJS adalah suatu keharusan
</li><li>Berpengalaman menggunakan PostgreSQL dan MongoDB
</li><li>Kuat dalam bahasa Inggris baik lisan maupun tulisan
</li><li>Harus mampu bekerja di lingkungan yang serba cepat
</li><li>Berpengetahuan luas dalam protokol REST
</li><li>Anda memiliki pengetahuan tentang CSS, TypeScript, dan konsep pemrograman berorientasi objek.
</li><li>Memiliki pengalaman menggunakan Angular/React/Vue Framework
</li><li>Milikilah niat untuk selalu belajar</li></ol>",2024-04-28T13:09:07.711407Z
"Hollydice Palace",Sekretaris,"Prov. Apa saja",true,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394650,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA
</strong></p><p><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH
</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong><br></p><ol><li>Bersedia ditempatkan dikantor mana saja</li><li>Minimal Sarjana Manajemen/Sekretaris/Hukum
</li><li>Pengalaman minimal 2 tahun sebagai Sekretaris
</li><li>Mampu mengoperasikan Microsoft Office (Power Point, Word &amp; Excel)
</li><li>Memiliki keterampilan komunikasi dan membangun hubungan yang baik, mampu berkolaborasi dengan tim lintas fungsi termasuk kemampuan berhubungan dengan departemen yang berbeda.
</li><li>Memiliki kemampuan mengatur dengan sangat baik, perhatian terhadap detail dan memiliki keterampilan manajemen waktu yang hebat.
</li><li>Mampu memahami karakter dan kebutuhan Direksi</li></ol><p><strong>Benefit :
</strong></p><ol><li>Take Home Pay
</li><li>Tunjangan Kerajinan
</li><li>Tunjangan Hidup
</li><li>Tunjangan Lain-Lain
</li><li>THR
</li><li>Bonus bulanan
</li><li>Tempat tinggal / Mess
</li><li>Internet
</li><li>Mobilitas transportasi
</li><li>Medical Allowance
</li></ol><p>Kami hanya menerima orang yang punya <strong>POTENSI </strong>, <strong>SKILL </strong><strong>RAJIN </strong>dan <strong>JIWA </strong><strong>HIDUP </strong>yang mau di asah menjadi profesional career kelas dunia.</p>





",2024-04-28T10:19:34.492797Z
"Hollydice Palace","Performance Marketing","Prov. Apa saja",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394883,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA<br><br></strong><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong><ol style=""""><li style="""">Gelar Sarjana Pemasaran, Administrasi Bisnis atau bidang terkait.<br></li><li style="""">Minimal. 2 tahun pengalaman Pemasaran Kinerja.</li><li style="""">Memiliki sertifikat Tiktok Ads , Meta Ads , Google Ads</li><li style="""">Mampu menganalisis dan mengubah kumpulan data menjadi strategi pemasaran digital.</li><li style="""">Mampu mengelola banyak tugas sesuai prioritas.</li><li style="""">Bekerja dengan baik dalam lingkungan tim lintas fungsi.</li><li style="""">Memiliki Pengalaman di agensi pemasaran digital atau kinerja dan menangani proyek dari merek merupakan nilai tambah.</li><li style="""">Pemikir strategis dan kritis.<br><strong style=""font-weight: bold;""><br>Benefit :</strong></li></ol></p><p><strong>
</strong></p><ol><li>Take Home Pay
</li><li>Tunjangan Kerajinan
</li><li>Tunjangan Hidup
</li><li>Tunjangan Lain-Lain
</li><li>THR
</li><li>Bonus bulanan
</li><li>Tempat tinggal / Mess
</li><li>Internet
</li><li>Mobilitas transportasi
</li><li>Medical Allowance
</li></ol><p>Kami hanya menerima orang yang punya <strong>POTENSI </strong>, <strong>SKILL </strong><strong>RAJIN </strong>dan <strong>JIWA </strong><strong>HIDUP </strong>yang mau di asah menjadi profesional career kelas dunia.</p>







",2024-04-28T12:31:31.42875Z
