pt,title,lokasi,is_urgent,gaji,pendidikan,level,link,tipe_pekerjaan,description,post_date
"PT Queen S","HOTEL ADMINISTRATION","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]",Supervisor,https://karir.com//opportunities/1394653,"Tidak Disebutkan","<p>1. Memiliki kemampuan berbahasa Inggris yang baik dan jelas, baik lisan dan tertulis.<br></p><p>2. Mempunyai kemampuan dalam menganalisa keuangan dan memberikan laporan dengan jelas.</p><p>3. Bersedia bekerja menyesuaikan dengan waktu direktur keuangan untuk membahas mengenai hasil dan laporannya ( bersedia bekerja Lembur)</p><p>4. Bersedia ke lokasi Hotel yang harus dilakukan pengecekan <br></p><p>5. Memiliki kemampuan menganalisa laporan dari hotel dengan baik sehingga direktur bisa mengambil; keputusan dari laporan yang dibuatnya.<br></p><p><br></p>",2024-04-15T07:04:47.975301Z
"PT Funworld Prima","Admin Sparepart",Bekasi,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394632,"Tidak Disebutkan","<p>Usia maksimal 30 tahun
</p><p>Pendidikan Minimal SMU/SMK/D3/S1 segala jurusan
</p><p>Memahami komponen-komponen spare part elektronika dan mekanik menjadi nilai tambah
</p><p>Memiliki pengalaman mencari sumber-sumber pembelian baik secara online dan offline
</p><p>Bertanggungjawab dan jujur
</p><p>Komunikatif
</p><p>Bersedia ditempatkan di Gudang Spare Part di daerah Pondok Gede, Bekasi.</p>",2024-04-05T06:10:42.792354Z
"PT Universal Eco Pasific","Administrator CCTV","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Staf Senior",https://karir.com//opportunities/1394620,"Tidak Disebutkan","<p></p><ul><li>Pendidikan minimal DIII /S1 teknik informatika/ilmu komputer/setara.
</li><li>Pengalaman kerja minimal 2 tahun di bidang pekerjaan yang sama.
</li><li>Menguasai instalasi hardware, software (Veeam,vmware) dan perangkat networking.
</li><li>Menguasai troubleshooting hardware, software, server system, jaringan WAN dan LAN.
</li><li>Mengerti operating system windows.
</li><li>Mengerti dan mampu mengkonfigurasi mikrotik (vpn), cisco, cctv dan pabx.
</li><li>Mampu berkomunikasi dengan baik.
</li><li>Mampu menganalisa dan memecahkan masalah.
</li><li>Dapat bekerja secara mandiri, ulet dan memiliki loyalitas yang tinggi.
</li><li>Mengerti mengenai program CCTV (iVms, ez cloud, dan sebagainya)</li></ul><p></p>",2024-04-05T05:12:27.876117Z
"PT Bina Talenta","Administrasi Perbankan","KOTA TANGERANG SELATAN",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394598,"Tidak Disebutkan","<ul><li>Pria</li><li>Usia maks. 27 Tahun</li><li>Pengalaman sebagai Administrasi lebih disukai</li><li>Menguasai Ms. Excel (terutama Vlook up, Pivot Table)</li><li>Terbiasa melakukan kegiatan Administratif</li><li><strong>Lokasi kerja : Bintaro - Tangsel dan Kuningan - Jaksel</strong><br></li></ul>",2024-04-04T04:11:46.246778Z
"PT Shelter Nusantara","STAFF ADMIN",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394607,"Tidak Disebutkan","- Perampuan usia max 25 tahun<p>- Pendidikan S1 Farmasi</p><p>&nbsp;- Fresh graduate / pengalaman dipersilahkan</p><p>- Bersedia ditempatkan di Surabaya (Kembang Jepun)</p>",2024-04-04T06:27:38.476836Z
"PT Personel Alih Daya Tbk","IT ADMINISTRATOR","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394611,"Tidak Disebutkan","- S1 Teknik Informarika<p>- Mremiliki pengalaman sebagai system Analyst lebih disukai</p><p>- Memiliki pengetahuan dasar bahasa pemrograman</p><p>- Adaptif, memiliki rasa ingin tahu yang besar di dunia teknologi, mau belajar</p><p>- Komunikatif</p>",2024-04-04T07:44:26.433097Z
"PT Recruit First Indonesia","Admin Keuangan","KABUPATEN GROBOGAN",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1394597,"Tidak Disebutkan","<p><strong>Kualifikasi :
</strong></p><p><strong>
</strong></p><p><ul><li>Pendidikan minimal diploma / D3
</li><li>Maks usia 35 tahun
</li><li>Berpengalaman di bidang administrasi finance minimal 1 tahun.
</li><li>Menguasai Microsoft Excel
</li><li>Domisili di Grobogan</li></ul></p>



",2024-04-04T04:03:34.142948Z
"PT Karya Sejati Indonesia","Admin Pajak","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1357553,"Tidak Disebutkan","<p></p><ul><li>Minimal SMA / SMK Akuntansi
</li><li>Perempuan
</li><li>Maksimal 28 tahun
</li><li>Diutamakan memiliki pengalaman dibidang serupa
</li><li>Mahir mengoperasikan Microsoft Office (Excel, Word)
</li><li>Berpengalaman dalam menggunakan software akuntansi
</li><li>Berpengalaman dalam membuat jurnal
</li><li>Memahami kegiatan administratif
</li><li>Mampu bekerja dibawah tekanan</li></ul><p></p>",2024-04-03T10:06:27.40501Z
"PT Shelter Nusantara","WARD ADMIN",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394591,"Tidak Disebutkan","- Wanita umur max 30 tahun<p>- Diutamakan memiliki pengalaman di RS ./ Apotek minimal 1 tahun di bidangnya</p><p>- Fresh Graduate dipersilahkan</p><p>- Diutamakan D1 kesehatan, SMK Farmasi</p><p>- Sudah vaksin ke - 3 / Booster - 1&nbsp;</p>",2024-04-03T08:48:37.31877Z
"PT Mahakarya Sukses Indonesia","Admin PIC After Sales","Jakarta Utara",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394592,"Tidak Disebutkan","<p><ul><li>Pendidikan Minimal SMU / D3
</li><li>Pengalaman minimal 2 tahun di bidang yang sama
</li><li>Usia maksimal 35 tahun
</li><li>Menguasai Microsoft Office (Word, Excel)
</li><li>Kemampuan beradaptasi, tanggung jawab, sopan santun: berbahasa yang baik
</li><li>Professional, sabar dan pro-active</li></ul></p>",2024-04-03T10:43:39.935843Z
"PT PROFLUID","ADMINISTRASI KEUANGAN DAN UMUM BEKASI - CV MULIA JAYA SENTAUSA","Prov. Jawa Barat",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394561,"Tidak Disebutkan","<p>o Domisili Bekasi dan sekitarnya<br>o Pendidikan Minimal SMK/SMA Semua Jurusan<br>o Pengalaman Kerja Sebagai Admin minimal 1 Tahun<br>o Mampu Mengoprasikan Ms. Office Khususnya Ms.Excel<br>o Memahami proses alur penjualan dari surat pesanan s/d pelunasan piutang dagang<br>o Mampu bekerja dalam tekanan, mandiri, teliti, dan cepat tanggap<br>o Memiliki Kerapian yang baik dalam administrasi<br>o Komunikatif, Kritis, Jujur<br></p><br>
",2024-04-02T03:39:42.907541Z
"PT PROFLUID","ADMINISTRASI SALES","Prov. Jawa Barat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394562,"Tidak Disebutkan","<ul><li>Pendidikan Minimal D3 Semua Jurusan</li><li>Memiliki Pengalaman Minimal 1 Tahun dibidang Yang Sama</li><li>Menguasai Microsoft Office Khususnya Excel</li><li>Intermedite English</li><li>Memiliki Keinginan untuk Terus Belajar dan Mengembangkan Diri</li><li>Rajin, Cekatan, Memiliki Komunikasi Yang Baik</li><li>Mampu Bekerja dibawah Tekana</li><li>Mampu Bekerja Secara Individual/Team</li><li><strong>Dapat Bergabung Secepatnya</strong></li></ul>",2024-04-02T03:51:55.572653Z
"PT Archipelago Queen","Admin SAP","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394528,"Tidak Disebutkan","<p></p><ul><li>Memiliki pengalaman 1-2 tahun di bidang yang sama (diutamakan).
</li><li>Mengerti dan Memahami penggunaan MS. Office (word, excel,etc).
</li><li>Mengerti dan Memahami mengenai sistem SAP (wajib).
</li><li>Rajin, teliti dan bertangggung jawab.
</li><li>Mampu mengolah data produksi.
</li><li>Mimiliki komunikasi kerja yang baik, pekerja keras dan mampu bekerja sama dengan tim.
</li><li>Memiliki attitude yang baik, etos kerja tinggi dan sikap jujur.
</li><li>Cepat belajar dan adaptasi, memiliki disiplin yang tinggi.
</li><li>Bersedia bekerja dengan sistem shifting.</li></ul><p></p>",2024-04-01T03:18:26.172034Z
"PT Mitra Insan Sejahtera","Admin Operational","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1243012,"Tidak Disebutkan","<ul>
	<li>Wanita</li>
	<li>Single</li>
	<li>Usia max 26th</li>
	<li>Pendidikan min D3 segala jurusan</li>
</ul>
",2024-03-28T01:45:34.623304Z
"PT Wahana Sinema Fantasi","ADMIN SOSIAL MEDIA","Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394506,"Tidak Disebutkan","<p>* Min. SMA atau sederajat semua jurusan
</p>
<p>* Pengalaman Min. 3 Tahun dibidang yg sama
</p><p>* Memiliki kemampuan teamwork, komunikasi dan interpersonal yang baik.
</p><p>* Friendly
</p><p>* Kreatif dan inisiatif.
</p><p>* Aktif bermain Social Media</p>



",2024-03-28T06:05:15.214487Z
"PT Mitra Insan Sejahtera","ADMIN LOGISTIK","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1279704,"Tidak Disebutkan","<ul>
	<li>Max. 26th.</li>
	<li>Min. SMA Segala Jurusan</li>
</ul>
",2024-03-28T01:46:38.313241Z
"PT Asia Garments Accesories","Administrasi (Area Pekalongan)",Pekalongan,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA"",""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1392798,"Tidak Disebutkan","<p>Kriteria:</p><p>1 Wanita, usia 20-35 tahun&nbsp;</p><p>2 Berpenampilan menarik &amp; Good Looking&nbsp;</p><p>3 Memiliki kemampuan administrasi yang bagus &amp; ketelitian yg tinggi dalam kerja</p><p>4 Bisa berkomunikasi dengan bahasa yang&nbsp;</p><p>5 Terbiasa kerja dengan target dan memiliki kecerdasan emosi yang baik&nbsp;</p><p>6 Karakteristik lebih dominan Energik, Ekstrovert &amp; Eksplorasi</p><p>7 Responsif, aktif &amp; informatif terhadap internal dan external&nbsp;</p><p>8 Senang bertemu dengan orang baru &amp; bisa tertantang/highly motivated dengan target</p><p>9 Domisili pekalongan sekitarnya</p><br><p>Benefit :&nbsp;</p><p>1 Gaji pokok</p><p>2 Uang makan&nbsp;</p><p>3 Insentif*</p><p>4 THR &amp; Cuti*&nbsp;</p><p>*Menyesuaikan masa tertentu &amp; kondisi aturan yang ditetapkan</p>",2024-03-26T01:42:36.552103Z
"PERSOLKELLY Recruitment Indonesia","Admin E-commerce","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1393981,"Tidak Disebutkan","<p>•	Pendidikan min. SMA
</p><p>•	Berpengalaman sebagai Admin Marketplace seperti Tokopedia, Shopee, Bukalapak Dll 
</p><p>•	Dapat mengetik dengan cepat di laptop dan hp
</p><p>•	Mahir dalam pengoperasian Microsoft Excel
</p><p>•	Must have skill: Problem-solving skills, Critical-thinking skills, Logical reasoning skills dan Public-speaking skills
</p><p><br></p>",2024-03-26T07:22:31.509576Z
"PT Adhiusaha Kencana Lestari","ADMINISTRASI PROYEK",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1389395,"Tidak Disebutkan","Wanita<p>single/blm menikah<br><p>Penampilan menarik</p><p>Usia max 28 tahun</p><p>ijasah D3/S1, tidak sedang kuliah,&nbsp; lebih disukai dari teknik sipil</p><p>lancar komputer &amp; komunikasi</p><p>pengalaman min 1 th</p><p>bisa bekerjasama dengan team</p><p>cekatan, teliti dan lancar berhitung</p><p><br></p></p>",2024-03-26T01:21:51.877144Z
"Perusahaan dirahasiakan","Admin Collection (Surabaya)",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1392733,"Tidak Disebutkan","<ul><li>Pria/Wanita usia max. 45 th
</li><li>Berpengalaman Desk Collection perbankan lebih disukai
</li><li>Memiliki kendaraan pribadi
</li><li>Target oriented</li></ul>",2024-03-25T06:25:33.80761Z
"PT Artha Demo Engineering Consultant","Staff Administrasi Tender Konsultan Perencanaan",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""D3"",""SMA""]","Staf Senior",https://karir.com//opportunities/1394426,"Tidak Disebutkan","<p>1. Pria / Wanita
</p><p>2. Berpengalamana profesional administrasi tender proyek
</p><p>3. Memahami LPSE Tender
</p><p>4. Berpengalaman membuat PQ, Uploud Dokumen Penawaran, Membuat CV dan Refferensi, Membuat invoice
</p><p><br></p>",2024-03-23T04:50:08.517909Z
"PT Sarana Insan Sejahtera","WAKIL DIREKTUR KEUANGAN DAN ADMINISTRASI RUMAH SAKIT",Karawang,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Manajer - Cabang/Regional",https://karir.com//opportunities/1390325,"Tidak Disebutkan","<ol><li>Pria/ wanita usia maks. 35 tahun</li><li>Pengalaman kerja minimal 5 tahun dibidang manajemen keuangan RS</li><li>Pendidikan Min. S1 Manajemen/ Akuntansi/ Keuangan</li><li>Memiliki pengalaman dibidang RS lebih diutamakan</li><li>Mengerti peraturan perundang-undangan tentang perumahsakitan dan perpajakan</li><li>Mampu membuat perencanaan dengan baik</li><li>Mampu bekerja secara tim dan mandiri</li><li>Mampu membimbing anggota tim</li><li>Penempatan Karawang<br><br></li></ol>",2024-03-22T07:14:38.604412Z
"PT Majapahit Solusi Bersama","Admin Cashier - Surakarta",Surakarta,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394391,"Tidak Disebutkan","<p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p><br><p><br></p>",2024-03-21T08:59:03.353963Z
"PT Owens Sarana Asia Pasifik","Staff Admin ",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S3"",""S1"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394345,"Tidak Disebutkan","<p><ul><li>Mampu berkomunikasi dengan baik</li><li>Teliti</li><li>Jujur</li><li>Disiplin</li><li>Cermat dan tenang</li><li>Dapat bekerjasama dengan tim</li><li>Mampu bekerja dibawah tekanan</li><li>Berdomisili di Surabaya</li></ul></p><br>",2024-03-21T01:52:19.790449Z
"PT Majapahit Solusi Bersama","Admin Cashier - Tegal",Tegal,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394347,"Tidak Disebutkan","<p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p>",2024-03-20T09:13:33.973041Z
"PT Majapahit Solusi Bersama","Admin Cashier - Indramayu","KABUPATEN INDRAMAYU",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394348,"Tidak Disebutkan","<p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p><p><br></p>",2024-03-20T09:16:41.505767Z
"PT Majapahit Solusi Bersama","Admin Cashier - Tangerang",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394325,"Tidak Disebutkan","<p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p><p><br></p>",2024-03-19T07:32:56.463072Z
"PT Majapahit Solusi Bersama","Admin Cashier - Purbalingga",Purbalingga,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394328,"Tidak Disebutkan","<p>Mengerti pengelolaan data menggunakan excel</p><br><p>Mengelola day to day Administrasi Gerai</p><br><p>Tidak bertindik bagi Laki-laki</p><br><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p>",2024-03-19T08:21:48.523319Z
"PT IT Service Centre","Admin CS Pekanbaru",Pekanbaru,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394294,"Tidak Disebutkan","<p>Perempuan</p><p>Teliti</p><p>Pengalaman menghadapi customer / pelayanan customer
</p>
<p>Penempatan di Pekanbaru</p>",2024-03-18T03:16:09.519214Z
"PT Sejahtera Mitra Solusi","Admin Internship","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394308,"Tidak Disebutkan","<ul><li>Final year student/ fresh graduate, preferably from Management</li><li>Willing to join 6 months full time internship</li><li>Willing to be placed at Jakarta Pusat</li></ul>",2024-03-18T08:35:20.001414Z
"SIMU Indonesia","Admin Warehouse","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394303,"Tidak Disebutkan","<p>- pria</p><p>- ⁠minimum pendidikan SMU/SMA</p><p>- ⁠berpengalaman kerja minimal 2 tahun</p><p>- ⁠dapat mengoperasikan komputer</p><p>- ⁠berdomisili di depok</p>",2024-03-18T07:06:03.948077Z
"PT Hokinda Citralestari","Staff Admin",Medan,false,LABEL_COMPETITIVE_SALARY,"[""D3""]","Pemula / Staf",https://karir.com//opportunities/1357306,"Tidak Disebutkan","<ul><li>Min. SMA / D3 / S1 Semua Jurusan</li><li>Menyukai pekerjaan administrasi</li></ul><p><strong>&nbsp;Benefit:</strong></p><ul><li>Tunjangan Makan &amp; Transport</li><li>BPJS</li><li>Bonus Performance</li><li>Training</li><li>Jenjang Karir</li></ul>",2024-03-18T03:37:48.690108Z
"PT Shelter Nusantara","Admin Produksi",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394290,"Tidak Disebutkan","- Laki - laki usia max 30 tahun<p>- Pendidikan minimal SMA/SMK</p><p>- Memiliki pengalaman sebagai Admin</p><p>- Penempatan Surabaya</p>",2024-03-18T02:54:56.483808Z
"PT Prima Karya Sarana Sejahtera",Administrasi,"Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394301,"Tidak Disebutkan","<p><ol><li>Status Outsourcing
</li><li>Pria</li><li>Usia maksimal 25 Tahun (belum berulang tahun ke 26)
</li><li>Pendidikan minimal D3/S1 Semua Jurusan
</li><li>IPK minimal 3.00/4.00
</li><li>Menguasai pengolahan data menggunakan <strong>Ms Excel (Vlookup, Hlookup, Pivot, If, dll)</strong></li><li>Memiliki pengalaman sebagai dibidang yang sama lebih disukai
</li><li>Domisili Jakarta &amp; Sekitarnya
</li><li>Penempatan Rasunda Said, Jakarta Selatan</li></ol></p>",2024-03-18T06:48:59.754557Z
"PT Guna Bakti Unggul","Admin Gudang dan Logistik","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394288,"Tidak Disebutkan","<p><ul><li>Pendidikan Minimal SMA/SMK / S1 (Manajemen / Akutansi)</li><li>Maksimal usia 28 Tahun</li><li>Ingin bekerja serius dan menyukai pekerjaan administrasi
</li><li>Disukai memiliki pengalaman sebagai admin Logistik dan Warehouse minimal 1 tahun, fresh graduate di persilakan melamar
</li><li>Dress neatly &amp; Attractive
</li><li>Mampu berkomunikasi dengan baik
</li><li>Menguasai Ms. Office (Excel, Word dan Power Point)
</li><li>Mahir dalam menggunakan rumus Excel (Vlookup, Hlookup, Pivot Table)</li><li>Mampu bekerja dengan deadline, teliti, rapi dan berkomitmen</li><li>Rapih dalam melakukan filing dokumen
</li><li>Dapat bekerja secara individu maupun team
</li><li>Penempatan Jakarta Utara - Penjaringan</li></ul></p>",2024-03-18T02:33:38.633784Z
"PT Owens Sarana Asia Pasifik","Admin Finance","Jakarta Utara",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1327438,"Tidak Disebutkan","<p>&nbsp;</p>

<ul>
	<li>Teliti</li>
	<li>Jujur</li>
	<li>Disiplin</li>
	<li>Detail</li>
	<li>Cermat dan tenang</li>
	<li>Dapat bekerjasama dengan tim</li>
	<li>Mampu bekerja dibawah tekanan</li><li>Cekatan dalam berhitung</li>
</ul>

<p>&nbsp;</p>
",2024-03-15T06:34:52.572047Z
"PT Sejahtera Mitra Solusi","Project Admin Staff (MIS & Compliance)","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394255,"Tidak Disebutkan","<br><ul><li>Pendidikan S1 Management Informatika / Manajemen</li><li>Usia 21-30 Tahun (Diutamakan laki-laki)</li><li>Memiliki keterampilan dalam penggunaan Ms. Excel (HLookUp, VLookUp, CountIF, SUMIF, Pivot, dll)</li><li>Memiliki komunikasi dan kerjasama yang baik</li><li>Penempatan di HO Adira Finance (Jakarta Selatan)</li></ul>",2024-03-15T02:01:15.287875Z
"PT Personel Alih Daya Tbk",Administrasi,Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394272,"Tidak Disebutkan","<p><ul><li>Memiliki pengalaman AO lebih diutamakan&nbsp;</li><li>Maksimal Usia 30&nbsp;</li><li>Min pendidikan D3&nbsp;</li></ul></p>",2024-03-15T09:47:17.187724Z
"PT Majapahit Solusi Bersama","Admin Cashier - Banten",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394275,"Tidak Disebutkan","<p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p>",2024-03-15T12:12:26.12074Z
"PT Majapahit Solusi Bersama","Admin Cashier - Bali",Denpasar,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394274,"Tidak Disebutkan","<p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p>",2024-03-15T12:09:56.96913Z
"PT Sumberdaya Andalan Mandiri","Admin Travel & Ticketing","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394264,"Tidak Disebutkan","<p>Pria/ Wanita (Pria diutamakan)
</p>
<p>Pendidikan D3/S1
</p><p>Berusia maksimal 35 Tahun
</p><p>Berpengalaman sebagai admin Travel &amp; ticketing minimal 1 tahun
</p><p>Menguasai Microsoft office.
</p><p>Berperilaku dan penampilan baik serta berdomisili di Jabodetabek
</p><p>Bila memenuhi kualifikasi, silahkan kirim CV lengkap ke email kami di 
</p><p>Info lebih lanjut hubungi 62858 9106 7803</p>





",2024-03-15T06:09:03.501041Z
"A Big Group of Companies","HR Admin","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394218,"Tidak Disebutkan","<ol><li>&nbsp; Pendidikan Minimal D3 all major</li><li>&nbsp; Pria/Wanita. Usia max. 33 Tahun</li><li>&nbsp; Diperlukan setidaknya 1 tahun pengalaman kerja di bidang terkait</li><li>&nbsp; Jujur, teliti, cekatan</li><li>&nbsp;Kemampuan berkomunikasi</li><li>&nbsp;Mahir dalam mengoperasikan Ms. Office</li><li>&nbsp;Memiliki Integritas serta tanggung jawab</li><li>Bersedia kontrak 3 bulan (pengganti maternity leave)</li></ol>",2024-03-14T02:23:18.987748Z
"PT Universal Eco Pasific","Admin Timbang (Lombok Barat)","KABUPATEN LOMBOK BARAT",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394251,"Tidak Disebutkan","<p>Kualifikasi :
</p><p><ul><li>Pendidikan Minimal D3/S1 Segala Jurusan
</li><li>Memiliki pengalaman min. 1-2 tahun diposisi yang sama (freshgraduate dipersilahkan melamar)
</li><li>Mahir dalam menggunakan Ms. Office
</li><li>Memiliki ketelitian yang tinggi
</li><li>Disiplin dan Jujur
</li><li>Mampu bekerja secara tim maupun individual
</li><li>Penempatan sesuai dengan domisili Lombok Barat</li></ul></p>
",2024-03-14T11:21:10.410981Z
"PT Majapahit Solusi Bersama","Admin Cashier - Bandung",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394233,"Tidak Disebutkan","<p>Pendidikan min.SMA/SMK
</p><p>Mengerti pengelolaan data menggunakan excel
</p><p>Mengelola day to day Administrasi Gerai</p>",2024-03-14T04:18:03.631015Z
"PT Majapahit Solusi Bersama","Admin Cashier - Klaten",Klaten,false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394241,"Tidak Disebutkan","<p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p>",2024-03-14T07:51:44.510068Z
"PT Majapahit Solusi Bersama","Admin Cashier - Bekasi","Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394209,"Tidak Disebutkan","<p>Pria usia max 26 tahun 
</p><p>Wanita usia Max 24 tahun
</p><p>Pendidikan min.SMA/SMK
</p><p>Mengerti pengelolaan data menggunakan excel
</p><p>Mengelola day to day Administrasi Gerai</p>",2024-03-13T10:29:43.185624Z
"PT Majapahit Solusi Bersama","Admin Cashier - Tanggerang",Tangerang,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394210,"Tidak Disebutkan","<p>Pria usia max 26 tahun 
</p><p>Wanita usia Max 24 tahun
</p><p>Pendidikan min.SMA/SMK
</p><p>Mengerti pengelolaan data menggunakan excel
</p><p>Mengelola day to day Administrasi Gerai</p>",2024-03-13T10:35:50.886382Z
"PT Shelter Nusantara","Admin Development",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394198,"Tidak Disebutkan","- Laki - laki usia min 25-30 tahun<p>- Pengalaman menjadi admin produksi</p><p>- Pendidikan minimal D3/S1 Teknik</p><p>- Penempatan Ngoro, Mojokerto</p>",2024-03-13T03:08:11.514133Z
